work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,machine learning engineer,machine learning and ai,usd,170000,170000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,125000,125000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,158700,158700,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,123906,123906,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,eur,75000,80976,spain,mid-level,full-time,remote,spain,m
2023,data engineer,data engineering,eur,62000,66940,spain,mid-level,full-time,remote,spain,m
2023,data engineer,data engineering,usd,333500,333500,united states,executive,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,180500,180500,united states,executive,full-time,in-person,united states,m
2023,data engineer,data engineering,gbp,62000,76284,united kingdom,mid-level,full-time,remote,united kingdom,m
2023,data engineer,data engineering,usd,257400,257400,united states,executive,full-time,remote,united states,m
2023,data engineer,data engineering,usd,210600,210600,united states,executive,full-time,remote,united states,m
2023,data operations specialist,data quality and operations,usd,65000,65000,united states,mid-level,full-time,in-person,united states,m
2023,data operations specialist,data quality and operations,usd,50000,50000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,293000,293000,united states,senior,full-time,in-person,united states,m
2023,director of data science,data science and research,usd,260000,260000,united states,executive,full-time,remote,united states,m
2023,director of data science,data science and research,usd,192000,192000,united states,executive,full-time,remote,united states,m
2023,machine learning scientist,machine learning and ai,usd,170000,170000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning scientist,machine learning and ai,usd,125000,125000,united states,mid-level,full-time,in-person,united states,m
2023,business intelligence data analyst,data analysis,usd,99000,99000,united states,entry-level,full-time,remote,united states,l
2023,machine learning engineer,machine learning and ai,usd,233000,233000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,185100,185100,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,127600,127600,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,105000,105000,united states,mid-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,160000,160000,united states,executive,full-time,remote,united states,m
2023,data analyst,data analysis,usd,55000,55000,united states,executive,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,241000,241000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,163000,163000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,120000,120000,united states,mid-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,218000,218000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,118000,118000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,311000,311000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,162540,162540,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,258750,258750,united states,executive,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,225000,225000,united states,executive,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,145000,145000,united states,executive,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,153600,153600,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,106800,106800,united states,senior,full-time,in-person,united states,m
2023,business intelligence developer,bi and visualization,usd,140000,140000,canada,senior,full-time,in-person,canada,m
2023,business intelligence developer,bi and visualization,usd,76500,76500,canada,senior,full-time,in-person,canada,m
2023,etl developer,data engineering,usd,182850,182850,united states,senior,full-time,remote,united states,m
2023,etl developer,data engineering,usd,113000,113000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,126000,126000,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,86400,86400,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,232760,232760,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,169280,169280,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,162500,162500,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,240350,240350,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,174800,174800,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,116000,116000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,153600,153600,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,107500,107500,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,94100,94100,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,usd,72400,72400,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,ml engineer,machine learning and ai,usd,178000,178000,united states,senior,full-time,remote,united states,m
2023,ml engineer,machine learning and ai,usd,152000,152000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,233200,233200,united states,senior,full-time,remote,united states,m
2023,nlp engineer,machine learning and ai,usd,210000,210000,united states,senior,full-time,remote,united states,m
2023,nlp engineer,machine learning and ai,usd,160000,160000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,206000,206000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,130000,130000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,146100,146100,united kingdom,senior,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,usd,112400,112400,united kingdom,senior,full-time,in-person,united kingdom,m
2023,data specialist,data management and strategy,usd,110000,110000,united states,mid-level,full-time,in-person,united states,m
2023,data specialist,data management and strategy,usd,70000,70000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,150120,150120,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,120096,120096,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,168000,168000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,178600,178600,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,142880,142880,united states,senior,full-time,in-person,united states,m
2023,data science manager,data science and research,usd,255000,255000,united states,senior,full-time,in-person,united states,m
2023,data science manager,data science and research,usd,169000,169000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,155000,155000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,151410,151410,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,144200,144200,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,151410,151410,united states,entry-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,115360,115360,united states,entry-level,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,193170,193170,united states,mid-level,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,116480,116480,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,146000,146000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,94000,94000,united states,senior,full-time,remote,united states,m
2023,director of data science,data science and research,gbp,200000,246080,united kingdom,executive,full-time,in-person,united kingdom,m
2023,director of data science,data science and research,gbp,165000,203016,united kingdom,executive,full-time,in-person,united kingdom,m
2023,head of data,leadership and management,gbp,110000,135344,united kingdom,executive,full-time,remote,united kingdom,m
2023,head of data,leadership and management,gbp,90000,110736,united kingdom,executive,full-time,remote,united kingdom,m
2023,head of data,leadership and management,usd,329500,329500,united states,executive,full-time,in-person,united states,m
2023,head of data,leadership and management,usd,269600,269600,united states,executive,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,250500,250500,united states,senior,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,159500,159500,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,115000,115000,united states,entry-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,94035,94035,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,57920,57920,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,113600,113600,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,60000,60000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,256000,256000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,116000,116000,united states,senior,full-time,remote,united states,m
2023,computer vision engineer,machine learning and ai,usd,245000,245000,united kingdom,senior,full-time,in-person,united kingdom,m
2023,computer vision engineer,machine learning and ai,usd,210000,210000,united kingdom,senior,full-time,in-person,united kingdom,m
2023,machine learning engineer,machine learning and ai,usd,283200,283200,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,188800,188800,united states,senior,full-time,in-person,united states,m
2023,business data analyst,data analysis,usd,36000,36000,ghana,mid-level,freelance,in-person,ghana,s
2023,research scientist,data science and research,usd,205640,205640,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,142600,142600,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,193200,193200,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,156400,156400,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,121000,121000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,72000,72000,argentina,senior,full-time,remote,argentina,m
2023,data engineer,data engineering,usd,48000,48000,argentina,senior,full-time,remote,argentina,m
2023,data engineer,data engineering,usd,132300,132300,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,197000,197000,canada,senior,full-time,in-person,canada,m
2023,data science manager,data science and research,usd,328000,328000,united states,senior,full-time,in-person,united states,m
2023,data science manager,data science and research,usd,211000,211000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,237000,237000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,201450,201450,united states,senior,full-time,remote,united states,m
2023,ml engineer,machine learning and ai,usd,229000,229000,united states,senior,full-time,in-person,united states,m
2023,ml engineer,machine learning and ai,usd,206000,206000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,231000,231000,united states,senior,full-time,remote,united states,m
2023,ml engineer,machine learning and ai,usd,183750,183750,united states,senior,full-time,in-person,united states,m
2023,ml engineer,machine learning and ai,usd,165400,165400,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,175000,175000,united states,mid-level,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,152900,152900,united kingdom,senior,full-time,remote,united kingdom,m
2023,analytics engineer,leadership and management,usd,117700,117700,united kingdom,senior,full-time,remote,united kingdom,m
2023,data scientist,data science and research,usd,285800,285800,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,154600,154600,united states,senior,full-time,in-person,united states,m
2023,data operations engineer,data quality and operations,usd,289120,289120,united states,senior,full-time,in-person,united states,m
2023,data operations engineer,data quality and operations,usd,192400,192400,united states,senior,full-time,in-person,united states,m
2023,staff data analyst,data analysis,usd,179998,179998,saudi arabia,mid-level,full-time,remote,saudi arabia,s
2023,data scientist,data science and research,usd,35000,35000,india,mid-level,full-time,in-person,india,l
2023,aws data architect,data architecture and modeling,usd,258000,258000,united states,mid-level,full-time,remote,united states,l
2023,data scientist,data science and research,usd,196000,196000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,121000,121000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,141000,141000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,206000,206000,united states,senior,full-time,in-person,united states,m
2023,applied scientist,data science and research,usd,192000,192000,united states,senior,full-time,in-person,united states,m
2023,applied scientist,data science and research,usd,164000,164000,united states,senior,full-time,in-person,united states,m
2023,ml engineer,machine learning and ai,usd,300000,300000,australia,mid-level,full-time,in-person,australia,m
2023,ml engineer,machine learning and ai,usd,260000,260000,australia,mid-level,full-time,in-person,australia,m
2023,data analyst,data analysis,usd,147000,147000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,92000,92000,united states,senior,full-time,remote,united states,m
2023,data manager,leadership and management,usd,110000,110000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,261500,261500,united states,senior,full-time,in-person,united states,l
2023,machine learning engineer,machine learning and ai,usd,134500,134500,united states,senior,full-time,in-person,united states,l
2023,product data analyst,data analysis,usd,83200,83200,united states,entry-level,contract,hybrid,united states,s
2023,data engineer,data engineering,usd,204500,204500,germany,senior,full-time,in-person,germany,m
2023,data engineer,data engineering,usd,142200,142200,germany,senior,full-time,in-person,germany,m
2023,analytics engineer,leadership and management,usd,275300,275300,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,183500,183500,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,gbp,120000,147648,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,gbp,100000,123040,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,usd,136600,136600,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,109280,109280,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,84000,84000,colombia,senior,full-time,remote,colombia,m
2023,data analyst,data analysis,usd,60000,60000,colombia,senior,full-time,remote,colombia,m
2023,analytics engineer,leadership and management,gbp,50000,61520,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,bi data analyst,data analysis,usd,70000,70000,egypt,mid-level,full-time,remote,united states,m
2021,machine learning developer,machine learning and ai,usd,60000,60000,nigeria,senior,freelance,remote,nigeria,m
2023,research engineer,data science and research,usd,281000,281000,united states,senior,full-time,in-person,united states,m
2023,data integration specialist,data management and strategy,usd,69500,69500,united states,entry-level,full-time,remote,united states,m
2023,data architect,data architecture and modeling,usd,285000,285000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,69525,69525,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,61800,61800,united states,entry-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,192000,192000,united states,senior,full-time,in-person,united states,m
2023,ml engineer,machine learning and ai,usd,178000,178000,united states,senior,full-time,in-person,united states,m
2023,ml engineer,machine learning and ai,usd,152000,152000,united states,senior,full-time,in-person,united states,m
2023,bi developer,bi and visualization,usd,160000,160000,united states,senior,full-time,remote,japan,l
2023,data scientist,data science and research,usd,40000,40000,uzbekistan,entry-level,full-time,remote,united states,m
2023,data visualization analyst,bi and visualization,usd,130000,130000,united states,senior,full-time,in-person,united states,m
2023,data visualization analyst,bi and visualization,usd,110000,110000,united states,senior,full-time,in-person,united states,m
2023,research engineer,data science and research,usd,225000,225000,france,senior,full-time,in-person,france,m
2023,research engineer,data science and research,usd,168000,168000,france,senior,full-time,in-person,france,m
2023,data scientist,data science and research,usd,130001,130001,united states,entry-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,71907,71907,united states,entry-level,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,144000,144000,canada,senior,full-time,remote,canada,m
2023,analytics engineer,leadership and management,usd,80000,80000,canada,senior,full-time,remote,canada,m
2023,data architect,data architecture and modeling,usd,205000,205000,united states,senior,full-time,remote,united states,m
2023,data architect,data architecture and modeling,usd,150000,150000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,189400,189400,united kingdom,senior,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,usd,131685,131685,united kingdom,senior,full-time,in-person,united kingdom,m
2023,head of data,leadership and management,usd,204500,204500,united states,executive,full-time,in-person,united states,m
2023,head of data,leadership and management,usd,142200,142200,united states,executive,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,172000,172000,united kingdom,senior,full-time,remote,united kingdom,m
2023,bi data analyst,data analysis,usd,60000,60000,argentina,entry-level,full-time,remote,united states,m
2023,data scientist,data science and research,cad,105000,77791,canada,entry-level,full-time,hybrid,canada,l
2022,data scientist,data science and research,gbp,45000,55410,france,mid-level,full-time,remote,united kingdom,m
